Unnamed: 0,Name,Team & Contract,ID,Height,Weight,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 23
,A. Rrahmani CB,Napoli 2020 ~ 2027,244263,"192cm 6'4""",75kg 165lbs,Right,54,82,71,80,85,48,70,82,80,12,8,8,4,2,,,
,R. Orsolini RM RW,Bologna 2019 ~ 2027,233556,"183cm 6'0""",83kg 183lbs,Left,81,78,74,71,40,79,76,48,38,11,11,6,4,4,,,
,M. Kean ST,Fiorentina 2024 ~ 2029,236610,"183cm 6'0""",72kg 159lbs,Right,84,87,82,72,31,58,77,36,30,13,8,7,3,3,,,
,J. Giménez CB,Atlético Madrid 2013 ~ 2028,216460,"186cm 6'1""",77kg 170lbs,Right,68,73,68,85,83,46,75,84,83,9,11,10,3,2,,,
,A. Sørloth ST RW RM,Atlético Madrid 2024 ~ 2028,216549,"196cm 6'5""",90kg 198lbs,Left,72,81,80,90,36,73,83,23,21,15,12,15,4,3,,,
,A. Lookman ST CAM LM,Atlético Madrid 2026 ~ 2030,230899,"174cm 5'9""",71kg 157lbs,Right,89,84,75,63,35,80,80,23,24,12,12,15,4,4,,,
,D. Hancko LB CB CDM,Atlético Madrid 2025 ~ 2030,247103,"188cm 6'2""",82kg 181lbs,Left,77,78,79,87,80,72,77,84,82,14,12,7,3,2,,,
,Pablo Barrios CM CDM,Atlético Madrid 2022 ~ 2030,272449,"183cm 6'0""",75kg 165lbs,Right,81,82,87,73,84,81,82,80,72,5,15,13,3,3,,,
,W. Szczęsny GK,FC Barcelona 2024 ~ 2027,186153,"195cm 6'5""",90kg 198lbs,Right,49,46,45,65,15,48,65,13,12,80,82,83,3,1,,,
,Eric García CB RB CDM RM,FC Barcelona 2021 ~ 2031,245037,"183cm 6'0""",76kg 168lbs,Right,77,81,80,79,85,75,81,86,80,11,9,11,3,2,,,
,Balde LB LM,FC Barcelona 2021 ~ 2028,263578,"175cm 5'9""",69kg 152lbs,Left,90,90,77,69,78,72,64,80,80,5,8,10,4,3,,,
,Gavi CM CDM CAM,FC Barcelona 2020 ~ 2030,264240,"173cm 5'8""",70kg 154lbs,Right,77,75,84,58,79,83,77,78,72,8,10,7,3,3,,,
,Fermín CAM CM ST,FC Barcelona 2023 ~ 2031,277179,"174cm 5'9""",64kg 141lbs,Right,78,79,84,59,68,84,81,74,68,8,14,7,4,3,,,
,Pau Cubarsí CB,FC Barcelona 2023 ~ 2029,278046,"183cm 6'0""",79kg 174lbs,Right,72,77,70,79,83,75,80,84,83,10,6,7,4,2,,,
,A. Güler RM CM CAM RW,Real Madrid 2023 ~ 2029,264309,"175cm 5'9""",70kg 154lbs,Left,79,76,77,50,58,87,80,62,48,13,10,14,3,4,,,
,Oyarzabal ST,Real Sociedad 2014 ~ 2028,230142,"181cm 5'11""",78kg 172lbs,Left,74,73,79,72,32,83,85,47,30,10,6,13,3,3,,,
,B. White RB CM,Arsenal 2021 ~ 2028,231936,"186cm 6'1""",77kg 170lbs,Right,68,71,78,77,83,76,81,83,81,8,11,5,4,2,,,
,K. Havertz ST CAM CM,Arsenal 2023 ~ 2028,235790,"193cm 6'4""",82kg 181lbs,Left,71,72,85,75,43,81,78,47,41,6,8,10,4,4,,,
,R. Calafiori LB CB CM,Arsenal 2024 ~ 2029,257711,"188cm 6'2""",86kg 190lbs,Left,74,72,85,78,80,69,76,80,82,9,11,6,5,3,,,
,O. Watkins ST,Aston Villa 2020 ~ 2028,221697,"180cm 5'11""",70kg 154lbs,Right,77,77,88,76,55,77,77,46,36,14,14,6,4,3,,,
,Pedro Neto RM LM RW,Chelsea 2024 ~ 2031,238616,"174cm 5'9""",69kg 152lbs,Left,92,90,81,65,40,80,79,40,25,6,13,12,4,4,,,
,João Pedro ST CAM,Chelsea 2025 ~ 2033,252042,"186cm 6'1""",82kg 181lbs,Right,80,79,75,75,38,77,82,27,23,7,6,8,4,4,,,
,J. Grealish LM LW,"Everton Jun 30, 2026 On loan",206517,"180cm 5'11""",81kg 179lbs,Right,75,70,70,67,49,85,86,54,48,11,6,10,3,4,,,
,I. Ndiaye RM LM RW,Everton 2024 ~ 2029,261188,"180cm 5'11""",70kg 154lbs,Right,87,86,76,66,49,78,86,39,32,7,9,15,4,4,,,
,J. Frimpong RB RM RW,Liverpool 2025 ~ 2030,253149,"172cm 5'8""",65kg 143lbs,Right,95,93,85,47,77,73,76,71,79,12,7,13,3,3,,,
,J. Stones CB RB CDM,Manchester City 2016 ~ 2029,203574,"188cm 6'2""",80kg 176lbs,Right,65,64,53,78,83,78,85,85,84,7,15,10,4,3,,,
,M. Kovačić CM CDM CAM,Manchester City 2023 ~ 2027,207410,"177cm 5'10""",77kg 170lbs,Right,68,64,75,68,76,81,82,76,78,9,5,7,4,3,,,
,N. Aké CB LB CDM,Manchester City 2020 ~ 2027,208920,"180cm 5'11""",75kg 165lbs,Left,74,73,65,76,83,68,78,83,82,10,7,16,3,2,,,
,Matheus Nunes RB CM RM,Manchester City 2023 ~ 2028,253124,"184cm 6'0""",78kg 172lbs,Right,82,91,82,74,80,79,80,80,80,13,10,12,3,3,,,
,Casemiro CDM CM,Manchester United 2022 ~ 2029,200145,"185cm 6'1""",84kg 185lbs,Right,35,36,68,81,77,80,77,84,84,13,14,12,3,2,,,
,M. de Ligt CB,Manchester United 2024 ~ 2029,235243,"189cm 6'2""",89kg 196lbs,Right,54,68,64,91,83,45,80,81,80,12,11,12,3,2,,,
,F. Schär CB,Newcastle United 2018 ~ 2029,210047,"188cm 6'2""",84kg 185lbs,Right,50,51,75,80,85,79,82,84,80,8,9,10,3,2,,,
,A. Gordon LW ST RW LM,Newcastle United 2023 ~ 2030,242964,"183cm 6'0""",72kg 159lbs,Right,89,92,87,61,40,79,80,56,48,5,6,7,3,3,,,
,E. Anderson CDM CM,Nottingham Forest 2024 ~ 2029,254243,"179cm 5'10""",69kg 152lbs,Right,75,68,88,75,80,81,82,83,78,6,12,10,4,3,,,
,Murillo CB,Nottingham Forest 2023 ~ 2030,278016,"180cm 5'11""",75kg 165lbs,Left,83,78,70,90,83,62,78,82,84,14,9,12,3,2,,,
,Palhinha CDM CM,"Tottenham Hotspur Jun 30, 2026 On loan",229391,"190cm 6'3""",83kg 183lbs,Right,51,53,77,84,84,71,84,85,85,14,10,7,4,2,,,
,C. Romero CB,Tottenham Hotspur 2022 ~ 2029,232488,"185cm 6'1""",79kg 174lbs,Right,63,68,69,83,84,60,79,81,86,5,7,10,2,3,,,
,Pedro Porro RB RM,Tottenham Hotspur 2023 ~ 2028,243576,"173cm 5'8""",69kg 152lbs,Right,78,78,91,68,78,80,79,79,77,15,7,5,3,3,,,
,X. Simons CAM LM LW ST,Tottenham Hotspur 2025 ~ 2030,245367,"179cm 5'10""",58kg 128lbs,Right,83,72,82,62,65,84,81,62,56,9,11,8,3,4,,,
,M. van de Ven CB LB,Tottenham Hotspur 2023 ~ 2029,264453,"193cm 6'4""",86kg 190lbs,Left,84,95,71,85,80,59,83,82,86,7,13,11,3,3,,,
,D. Henderson GK,Crystal Palace 2023 ~ 2028,233306,"188cm 6'2""",85kg 187lbs,Right,55,56,32,64,11,55,60,14,14,83,79,81,3,1,,,
,J. Mateta ST,Crystal Palace 2022 ~ 2027,236461,"192cm 6'4""",88kg 194lbs,Right,69,80,68,88,41,74,81,39,30,8,8,13,5,3,,,
,D. Muñoz RB RM,Crystal Palace 2024 ~ 2028,237646,"181cm 5'11""",73kg 161lbs,Right,77,79,88,74,79,70,76,82,82,7,14,7,3,3,,,
,C. Tolisso CM CDM CAM,Olympique Lyonnais 2022 ~ 2027,219683,"181cm 5'11""",81kg 179lbs,Right,66,72,84,81,79,80,82,80,76,7,10,9,2,3,,,
,M. Safonov GK,Paris Saint-Germain 2024 ~ 2029,240225,"192cm 6'4""",82kg 181lbs,Right,46,42,38,65,17,63,59,14,12,81,75,82,2,1,,,
,L. Chevalier GK,Paris Saint-Germain 2025 ~ 2030,251752,"189cm 6'2""",84kg 185lbs,Right,52,46,41,53,10,47,45,10,11,84,78,79,3,1,,,
,M. Neuer GK,FC Bayern München 2011 ~ 2030,167495,"193cm 6'4""",90kg 198lbs,Right,29,35,43,80,30,68,66,10,11,80,80,84,4,1,,,
,Kim Min Jae CB,FC Bayern München 2023 ~ 2028,237086,"190cm 6'3""",85kg 187lbs,Right,73,73,79,85,88,57,66,84,81,13,7,14,3,2,,,
,A. Pavlović CDM CM,FC Bayern München 2023 ~ 2029,275298,"188cm 6'2""",78kg 172lbs,Right,66,59,78,76,79,83,85,77,78,6,9,9,4,3,,,
,E. Can CB CDM,Borussia Dortmund 2020 ~ 2027,208333,"186cm 6'1""",86kg 190lbs,Right,64,76,73,85,78,69,83,86,85,14,8,13,4,3,,,
,J. Brandt CAM CM,Borussia Dortmund 2019 ~ 2030,212194,"185cm 6'1""",83kg 183lbs,Right,67,79,85,72,56,86,85,29,39,11,16,8,4,4,,,
,K. Adeyemi RM LW CAM RW,Borussia Dortmund 2022 ~ 2027,251852,"180cm 5'11""",77kg 170lbs,Left,96,96,77,67,31,74,76,34,49,12,12,12,3,4,,,
,E. Tapsoba CB,Bayer 04 Leverkusen 2020 ~ 2028,247263,"192cm 6'4""",84kg 185lbs,Right,73,76,74,83,85,74,78,81,79,5,10,7,4,2,,,
,D. Undav ST CAM,VfB Stuttgart 2024 ~ 2027,244176,"179cm 5'10""",86kg 190lbs,Right,68,66,74,84,18,83,84,37,29,9,12,11,5,3,,,
,J. Burkardt ST,Eintracht Frankfurt 2025 ~ 2030,244257,"181cm 5'11""",76kg 168lbs,Right,82,83,79,76,42,71,77,38,33,14,9,6,4,3,,,
,C. De Ketelaere CAM ST CM,Atalanta 2024 ~ 2028,251470,"192cm 6'4""",74kg 163lbs,Left,72,71,78,69,56,83,73,59,54,11,8,8,3,4,,,
,Éderson CM CDM,Atalanta 2022 ~ 2027,266866,"183cm 6'0""",83kg 183lbs,Right,78,78,90,77,81,80,84,84,75,14,10,13,3,3,,,
,L. Openda ST CAM,"Juventus Jun 30, 2026 On loan",243580,"175cm 5'9""",79kg 174lbs,Right,94,96,82,79,26,69,80,23,19,9,8,8,4,3,,,
,K. Yıldız CAM LM LW CM,Juventus 2023 ~ 2029,277954,"187cm 6'2""",75kg 165lbs,Right,85,84,72,67,54,80,77,51,50,14,14,8,5,4,,,
,A. Romagnoli CB,Lazio 2022 ~ 2027,210413,"185cm 6'1""",75kg 165lbs,Left,65,64,77,80,84,45,77,84,83,9,14,8,3,2,,,
,A. Meret GK,Napoli 2019 ~ 2027,225116,"192cm 6'4""",82kg 181lbs,Left,41,48,29,65,22,40,67,22,14,81,79,84,3,1,,,
,A. Buongiorno CB,Napoli 2024 ~ 2029,243241,"190cm 6'3""",86kg 190lbs,Left,65,72,78,78,85,66,77,84,78,13,11,11,3,2,,,
,R. Freuler CDM CM,Bologna 2023 ~ 2029,202024,"180cm 5'11""",77kg 170lbs,Right,63,53,91,67,79,78,83,84,75,12,8,14,3,4,,,
,W. Falcone GK,Lecce 2023 ~ 2028,210676,"196cm 6'5""",85kg 187lbs,Right,26,28,28,62,8,45,44,13,18,84,81,79,2,1,,,
,Nico Paz CAM RM ST CM,Como 2024 ~ 2028,277846,"186cm 6'1""",81kg 179lbs,Left,78,80,77,68,61,80,78,69,48,14,10,12,3,4,,,
,D. Berardi RW RM,Sassuolo 2015 ~ 2029,210935,"183cm 6'0""",72kg 159lbs,Left,84,81,75,61,36,80,78,30,30,5,6,5,3,4,,,
,Giuliano RM RW LM,Atlético Madrid 2020 ~ 2030,253396,"174cm 5'9""",75kg 165lbs,Right,94,91,91,79,57,78,77,60,52,8,14,14,3,3,,,
,Álex Baena LM CM LW,Atlético Madrid 2025 ~ 2030,257279,"175cm 5'9""",70kg 154lbs,Right,79,79,78,60,69,83,75,66,64,6,11,12,4,3,,,
,M. Rashford LW LM ST,"FC Barcelona Jun 30, 2026 On loan",231677,"188cm 6'2""",80kg 176lbs,Right,89,93,70,71,27,80,78,29,24,11,6,7,3,5,,,
,A. Laporte CB,Athletic Club 2025 ~ 2028,212218,"189cm 6'2""",86kg 190lbs,Left,49,60,70,84,84,79,84,85,83,10,11,14,3,2,,,
,Sancet CAM CM ST,Athletic Club 2017 ~ 2032,244675,"188cm 6'2""",73kg 161lbs,Right,74,77,84,80,70,81,86,67,69,15,11,15,4,4,,,
,Vivian CB,Athletic Club 2019 ~ 2032,248550,"183cm 6'0""",78kg 172lbs,Right,79,76,79,83,84,63,70,84,83,9,8,10,2,2,,,
,Iago Aspas RW ST CAM RM,RC Celta 2015 ~ 2027,192629,"176cm 5'9""",67kg 148lbs,Left,76,74,51,63,39,82,84,25,18,12,16,12,4,3,,,
,Álex Remiro GK,Real Sociedad 2019 ~ 2027,227127,"191cm 6'3""",79kg 174lbs,Right,44,46,42,73,20,50,55,17,18,83,78,82,4,1,,,
,A. Budimir ST,CA Osasuna 2021 ~ 2027,188335,"190cm 6'3""",75kg 165lbs,Left,62,68,75,84,24,60,75,35,27,11,14,16,4,3,,,
,Moleiro LM CAM LW,Villarreal CF 2025 ~ 2030,264388,"172cm 5'8""",67kg 148lbs,Right,87,86,79,65,48,81,78,55,53,6,9,8,4,4,,,
,Gabriel Martinelli LW LM CM,Arsenal 2019 ~ 2027,251566,"178cm 5'10""",75kg 165lbs,Right,92,89,82,63,39,77,79,44,43,10,6,6,3,4,,,
,J. McGinn RM LM CAM RB,Aston Villa 2018 ~ 2028,210881,"178cm 5'10""",68kg 150lbs,Left,69,69,92,79,79,79,77,82,75,9,13,10,2,3,,,
,M. Cash RB RM,Aston Villa 2020 ~ 2029,227174,"185cm 6'1""",74kg 163lbs,Right,74,75,86,68,78,70,75,80,80,15,16,13,3,3,,,
,A. Onana CDM CM,Aston Villa 2024 ~ 2029,257057,"195cm 6'5""",76kg 168lbs,Right,64,82,76,84,83,77,79,82,82,7,12,9,4,3,,,
,Robert Sánchez GK,Chelsea 2023 ~ 2030,228789,"197cm 6'6""",90kg 198lbs,Right,55,65,40,77,15,55,55,17,15,82,79,80,3,1,,,
,J. Garner CDM RB CM,Everton 2022 ~ 2030,243657,"182cm 6'0""",80kg 176lbs,Right,65,64,86,70,83,79,79,81,84,10,7,5,3,3,,,
,A. Robertson LB LM,Liverpool 2017 ~ 2030,216267,"178cm 5'10""",64kg 141lbs,Left,75,74,77,67,79,78,78,79,80,11,8,7,2,3,,,
,M. Kerkez LB LM,Liverpool 2025 ~ 2030,260908,"180cm 5'11""",71kg 157lbs,Left,88,87,90,75,78,76,75,78,80,8,13,13,3,3,,,
,R. Aït-Nouri LB LM,Manchester City 2025 ~ 2030,242641,"180cm 5'11""",70kg 154lbs,Left,85,84,80,65,78,75,80,78,80,15,11,14,3,5,,,
,Nico González CDM CM,Manchester City 2025 ~ 2029,255069,"188cm 6'2""",88kg 194lbs,Right,66,67,76,79,80,80,79,79,81,14,14,12,2,3,,,
,Savinho RW LW RM,Manchester City 2024 ~ 2031,270409,"176cm 5'9""",71kg 157lbs,Left,89,85,73,45,25,80,84,30,36,9,12,9,2,4,,,
,N. O'Reilly LB CM,Manchester City 2021 ~ 2030,277427,"193cm 6'4""",77kg 170lbs,Left,79,86,78,80,79,77,81,79,78,7,13,7,2,3,,,
,H. Maguire CB,Manchester United 2019 ~ 2027,203263,"194cm 6'4""",100kg 220lbs,Right,37,34,66,89,82,69,79,83,79,14,16,14,3,2,,,
,L. Martínez CB,Manchester United 2022 ~ 2027,239301,"178cm 5'10""",77kg 170lbs,Left,70,65,73,77,84,76,79,81,84,6,14,14,3,3,,,
,S. Lammens GK,Manchester United 2025 ~ 2030,254803,"193cm 6'4""",92kg 203lbs,Right,45,45,29,79,15,58,65,15,12,80,83,81,4,1,,,
,Joelinton CM CDM,Newcastle United 2019 ~ 2028,223334,"186cm 6'1""",81kg 179lbs,Right,69,78,89,90,84,79,82,84,77,9,13,13,3,3,,,
,Y. Wissa ST,Newcastle United 2025 ~ 2029,234824,"176cm 5'9""",74kg 163lbs,Right,83,87,78,68,31,72,74,24,19,14,7,8,3,3,,,
,S. Botman CB,Newcastle United 2022 ~ 2030,251809,"193cm 6'4""",81kg 179lbs,Left,48,63,64,89,80,59,76,82,83,12,9,6,3,2,,,
,M. Thiaw CB,Newcastle United 2025 ~ 2029,256261,"194cm 6'4""",89kg 196lbs,Right,72,78,76,83,82,69,80,82,81,10,6,11,4,2,,,
,L. Hall LB LM,Newcastle United 2024 ~ 2029,266127,"179cm 5'10""",71kg 157lbs,Left,78,76,80,56,82,78,82,81,80,14,8,8,3,2,,,
,C. Wood ST,Nottingham Forest 2023 ~ 2027,192123,"191cm 6'3""",92kg 203lbs,Right,55,52,69,87,40,71,79,30,25,14,16,7,3,2,,,
,M. Sels GK,Nottingham Forest 2024 ~ 2027,199641,"188cm 6'2""",75kg 165lbs,Right,37,35,26,65,17,58,61,15,14,82,79,81,2,1,,,
,M. Gibbs-White CAM CM,Nottingham Forest 2022 ~ 2028,236015,"179cm 5'10""",66kg 146lbs,Right,76,75,80,68,60,83,84,60,57,7,7,15,3,4,,,
,G. Vicario GK,Tottenham Hotspur 2023 ~ 2028,240091,"194cm 6'4""",76kg 168lbs,Right,54,49,38,60,15,66,60,11,13,80,78,80,4,1,,,
,M. Kudus RW RM ST,Tottenham Hotspur 2025 ~ 2031,245155,"177cm 5'10""",70kg 154lbs,Left,91,88,73,78,59,77,81,66,46,6,12,7,3,4,,,
,A. Robinson LB LM,Fulham FC 2020 ~ 2028,229348,"183cm 6'0""",70kg 154lbs,Left,87,89,85,73,81,78,73,79,76,12,9,14,3,3,,,
,I. Sarr RW CAM RM,Crystal Palace 2024 ~ 2029,235353,"185cm 6'1""",70kg 154lbs,Right,89,93,72,72,37,81,82,39,30,14,13,6,2,3,,,
,M. Lacroix CB,Crystal Palace 2024 ~ 2029,244067,"190cm 6'3""",89kg 196lbs,Right,82,93,77,84,83,55,75,82,79,14,7,12,2,2,,,
,A. Wharton CDM CM,Crystal Palace 2024 ~ 2029,259240,"182cm 6'0""",70kg 154lbs,Left,60,63,69,66,78,85,83,78,79,5,11,6,3,3,,,
,K. Mitoma LM LW,Brighton & Hove Albion 2021 ~ 2027,255565,"178cm 5'10""",73kg 161lbs,Right,86,84,72,60,57,80,84,59,54,10,13,14,4,4,,,
,Igor Thiago ST,Brentford 2024 ~ 2031,275771,"191cm 6'3""",88kg 194lbs,Right,72,75,75,87,39,72,83,43,31,14,6,15,4,2,,,
,M. Senesi CB,AFC Bournemouth 2022 ~ 2028,236506,"185cm 6'1""",80kg 176lbs,Left,58,51,63,79,83,76,79,81,81,10,13,7,4,3,,,
,F. Thauvin RW ST RM,RC Lens 2025 ~ 2028,204970,"181cm 5'11""",70kg 154lbs,Left,70,71,84,62,48,84,81,42,40,8,11,10,3,4,,,
,D. Zakaria CDM CM CB,AS Monaco 2023 ~ 2028,229261,"190cm 6'3""",81kg 179lbs,Right,72,86,80,87,79,74,82,82,77,12,12,13,3,3,,,
,L. Hernández LB CB CM,Paris Saint-Germain 2023 ~ 2028,220814,"184cm 6'0""",79kg 174lbs,Left,68,74,68,78,80,71,80,84,82,10,7,14,2,2,,,
,P. Aubameyang ST,Olympique de Marseille 2025 ~ 2027,188567,"187cm 6'2""",80kg 176lbs,Right,76,90,61,70,44,71,79,35,29,6,9,9,4,4,,,
,P. Højbjerg CDM CM,Olympique de Marseille 2025 ~ 2028,213648,"187cm 6'2""",81kg 179lbs,Right,52,47,88,78,81,76,79,80,73,9,7,11,4,3,,,
,G. Rulli GK,Olympique de Marseille 2024 ~ 2027,215316,"189cm 6'2""",84kg 185lbs,Right,56,52,41,73,21,68,56,13,17,82,77,77,3,1,,,
,B. Pavard CB,"Olympique de Marseille Jun 30, 2026 On loan",226851,"186cm 6'1""",81kg 179lbs,Right,74,79,80,75,83,67,82,84,81,9,7,7,3,3,,,
,N. Aguerd CB,Olympique de Marseille 2025 ~ 2030,244749,"190cm 6'3""",76kg 168lbs,Left,68,81,76,83,82,68,74,83,80,7,15,14,3,2,,,
,L. Goretzka CDM CM,FC Bayern München 2018 ~ 2029,209658,"189cm 6'2""",82kg 181lbs,Right,69,81,69,84,84,77,82,82,75,13,8,11,4,3,,,
,M. Sabitzer CDM CM CAM,Borussia Dortmund 2023 ~ 2027,204923,"178cm 5'10""",76kg 168lbs,Right,77,72,78,75,82,79,83,75,77,11,13,15,4,3,,,
,K. Grabara GK,VfL Wolfsburg 2024 ~ 2028,228383,"195cm 6'5""",85kg 187lbs,Right,42,42,38,71,24,58,60,19,18,82,79,83,3,1,,,
,R. Doan RM CAM CM RB,Eintracht Frankfurt 2025 ~ 2030,232639,"172cm 5'8""",70kg 154lbs,Left,85,78,90,59,44,82,73,36,42,8,5,13,3,4,,,
,A. Kramarić CAM CM,TSG 1899 Hoffenheim 2015 ~ 2030,216354,"177cm 5'10""",73kg 161lbs,Right,69,65,85,68,29,81,82,25,26,8,14,7,4,4,,,
,Y. Diomande RW LW LM RM,RB Leipzig 2025 ~ 2030,78012,"181cm 5'11""",76kg 168lbs,Right,90,93,69,65,35,78,77,40,36,9,15,5,4,4,,,
,C. Baumgartner CAM CM ST,RB Leipzig 2023 ~ 2028,242187,"180cm 5'11""",77kg 170lbs,Right,81,68,76,55,40,80,78,58,54,10,11,14,3,4,,,
,C. Lukeba CB LB CM,RB Leipzig 2023 ~ 2029,262138,"183cm 6'0""",84kg 185lbs,Left,73,71,65,78,80,74,81,86,78,8,10,11,2,2,,,
,M. de Roon CM CDM,Atalanta 2017 ~ 2029,208461,"186cm 6'1""",76kg 168lbs,Right,53,67,92,73,82,74,83,88,79,14,15,12,3,3,,,
,P. Zieliński CM CDM CAM,Inter 2024 ~ 2028,210406,"177cm 5'10""",64kg 141lbs,Right,78,76,69,56,72,86,82,75,72,12,9,11,4,3,,,
,D. Frattesi CM CDM,Inter 2024 ~ 2028,239807,"178cm 5'10""",74kg 163lbs,Right,84,80,80,71,73,81,81,77,72,5,10,11,4,3,,,
,Carlos Augusto LB CB LM,Inter 2024 ~ 2028,258648,"184cm 6'0""",78kg 172lbs,Left,79,78,80,74,78,76,78,81,79,11,12,12,2,3,,,
,M. Di Gregorio GK,Juventus 2025 ~ 2029,235840,"187cm 6'2""",82kg 181lbs,Right,55,57,36,68,15,65,56,16,12,82,78,83,3,1,,,
,J. David ST,Juventus 2025 ~ 2030,243630,"178cm 5'10""",81kg 179lbs,Right,79,83,87,77,33,74,81,29,19,7,7,7,5,3,,,
,D. Vlahović ST,Juventus 2022 ~ 2028,246430,"190cm 6'3""",88kg 194lbs,Left,76,78,74,87,24,70,78,26,24,5,15,11,4,3,,,
,K. Thuram CM CDM,Juventus 2024 ~ 2029,247246,"192cm 6'4""",80kg 176lbs,Right,77,80,81,82,81,78,82,84,75,7,9,11,3,3,,,
,Mario Gila CB,Lazio 2022 ~ 2027,268804,"185cm 6'1""",80kg 176lbs,Right,83,87,82,75,81,62,76,79,82,14,10,6,4,2,,,
,C. Nkunku CAM LM ST CM,AC Milan 2025 ~ 2030,232411,"177cm 5'10""",75kg 165lbs,Right,77,77,65,63,40,80,78,35,30,5,6,15,3,5,,,
,F. Tomori CB,AC Milan 2021 ~ 2027,232756,"185cm 6'1""",79kg 174lbs,Right,78,84,74,76,79,48,81,86,78,10,13,11,4,2,,,
,Y. Fofana CDM CM,AC Milan 2024 ~ 2028,245630,"185cm 6'1""",75kg 165lbs,Right,67,69,85,73,78,78,78,83,74,12,7,5,3,3,,,
,M. Politano RW RM RB,Napoli 2021 ~ 2027,216409,"171cm 5'7""",65kg 143lbs,Left,81,79,78,39,67,80,80,58,50,11,12,8,4,4,,,
,David Neres LW LM,Napoli 2024 ~ 2028,236632,"175cm 5'9""",69kg 152lbs,Left,87,85,69,59,48,79,85,45,38,14,10,13,3,5,,,
,Miguel Gutiérrez LB LM,Napoli 2025 ~ 2030,261865,"180cm 5'11""",73kg 161lbs,Left,82,80,85,66,79,80,75,78,76,14,10,6,3,2,,,
,B. Cristante CM CDM,Roma 2019 ~ 2027,208268,"186cm 6'1""",80kg 176lbs,Right,53,55,92,78,78,80,82,80,74,3,5,3,4,3,,,
,E. Ndicka CB,Roma 2023 ~ 2028,236403,"192cm 6'4""",82kg 181lbs,Left,69,78,86,81,80,64,80,83,77,13,8,8,3,2,,,
,A. Dovbyk ST,Roma 2024 ~ 2029,242458,"189cm 6'2""",78kg 172lbs,Left,80,86,73,80,26,72,83,28,23,13,13,12,4,3,,,
,D. Zapata ST,Torino 2024 ~ 2030,215333,"188cm 6'2""",88kg 194lbs,Right,72,76,65,90,20,70,82,24,22,9,9,6,4,3,,,
,Koke CM CDM,Atlético Madrid 2011 ~ 2028,193747,"176cm 5'9""",77kg 170lbs,Right,53,45,82,75,79,82,84,79,70,14,12,10,4,3,,,
,R. Le Normand CB,Atlético Madrid 2024 ~ 2029,233486,"187cm 6'2""",80kg 176lbs,Right,65,69,73,86,79,48,70,81,77,9,13,15,3,2,,,
,R. Araujo CB,FC Barcelona 2018 ~ 2031,253163,"188cm 6'2""",79kg 174lbs,Right,73,84,71,87,78,59,73,81,78,11,14,11,3,2,,,
,F. Mendy LB LM,Real Madrid 2019 ~ 2028,228618,"180cm 5'11""",73kg 161lbs,Left,83,83,83,83,79,74,76,80,79,7,16,10,5,4,,,
,Brahim RM RW,Real Madrid 2019 ~ 2027,231410,"170cm 5'7""",68kg 150lbs,Right,82,80,72,62,35,81,78,29,21,13,9,10,5,4,,,
,E. Camavinga CM CDM LB,Real Madrid 2021 ~ 2029,248243,"185cm 6'1""",77kg 170lbs,Left,81,80,84,79,80,77,75,81,83,12,6,12,3,4,,,
,Álvaro Carreras LB CB LM,Real Madrid 2025 ~ 2031,268889,"186cm 6'1""",75kg 165lbs,Left,84,87,89,77,80,77,76,78,75,6,7,8,4,3,,,
,D. Huijsen CB,Real Madrid 2025 ~ 2030,278349,"196cm 6'5""",86kg 190lbs,Right,69,75,68,80,81,75,78,82,82,12,7,14,5,2,,,
,Iñaki Williams RW ST RM,Athletic Club 2012 ~ 2028,216201,"186cm 6'1""",81kg 179lbs,Right,91,92,84,83,38,78,78,55,34,14,15,10,3,4,,,
,G. Lo Celso CAM CM,Real Betis Balompié 2024 ~ 2028,226226,"177cm 5'10""",68kg 150lbs,Left,76,75,67,65,70,84,82,73,68,10,7,15,3,4,,,
,Fornals CM CAM CDM,Real Betis Balompié 2024 ~ 2029,226456,"178cm 5'10""",67kg 148lbs,Right,68,68,81,66,78,84,84,76,74,9,11,7,3,4,,,
,Antony RW RM,Real Betis Balompié 2025 ~ 2030,255475,"172cm 5'8""",63kg 139lbs,Left,85,85,76,65,53,81,80,52,31,9,10,8,2,5,,,
,V. Muriqi ST,RCD Mallorca 2022 ~ 2029,223710,"194cm 6'4""",92kg 203lbs,Left,53,63,73,91,28,73,75,31,22,8,9,9,3,3,,,
,T. Kubo RM RW,Real Sociedad 2022 ~ 2029,237681,"173cm 5'8""",64kg 141lbs,Left,87,84,74,60,28,78,78,51,56,6,7,10,4,4,,,
,Álvaro García LW LM ST,Rayo Vallecano 2018 ~ 2028,216447,"167cm 5'6""",61kg 134lbs,Left,90,87,75,34,64,77,77,45,32,11,8,10,4,3,,,
,De Frutos RW ST RM,Rayo Vallecano 2023 ~ 2028,243559,"173cm 5'8""",72kg 159lbs,Right,82,84,80,68,44,81,80,44,39,13,8,14,4,4,,,
,Gerard Moreno ST CAM,Villarreal CF 2018 ~ 2027,208093,"180cm 5'11""",77kg 170lbs,Left,77,77,74,73,50,79,78,45,35,15,12,12,4,3,,,
