Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,Y. Diomande RW LW LM RM,18,81,89,RB Leipzig 2025 ~ 2030,€54.5M,€45K,1981,
,C. Baumgartner CAM CM ST,25,81,83,RB Leipzig 2023 ~ 2028,€32.5M,€61K,2026,
,C. Lukeba CB LB CM,22,81,87,RB Leipzig 2023 ~ 2029,€37.5M,€52K,1912,
,M. de Roon CM CDM,34,81,81,Atalanta 2017 ~ 2029,€12M,€78K,2145,
,P. Zieliński CM CDM CAM,31,81,81,Inter 2024 ~ 2028,€21M,€41K,2132,
,D. Frattesi CM CDM,25,81,83,Inter 2024 ~ 2028,€32M,€38K,2180,
,Carlos Augusto LB CB LM,26,81,82,Inter 2024 ~ 2028,€27.5M,€38K,2201,
,M. Di Gregorio GK,27,81,84,Juventus 2025 ~ 2029,€25.5M,€73K,1369,
,J. David ST,25,81,84,Juventus 2025 ~ 2030,€34.5M,€125K,1984,
,D. Vlahović ST,25,81,84,Juventus 2022 ~ 2028,€34.5M,€125K,1995,
,K. Thuram CM CDM,24,81,85,Juventus 2024 ~ 2029,€36.5M,€105K,2197,
,Mario Gila CB,24,81,84,Lazio 2022 ~ 2027,€31.5M,€35K,2024,
,C. Nkunku CAM LM ST CM,27,81,81,AC Milan 2025 ~ 2030,€27.5M,€58K,2003,
,F. Tomori CB,27,81,83,AC Milan 2021 ~ 2027,€27.5M,€54K,1864,
,Y. Fofana CDM CM,26,81,84,AC Milan 2024 ~ 2028,€30.5M,€54K,2076,
,M. Politano RW RM RB,31,81,81,Napoli 2021 ~ 2027,€21.5M,€115K,2089,
,David Neres LW LM,28,81,81,Napoli 2024 ~ 2028,€26M,€115K,1999,
,Miguel Gutiérrez LB LM,23,81,85,Napoli 2025 ~ 2030,€34.5M,€84K,2156,
,B. Cristante CM CDM,30,81,81,Roma 2019 ~ 2027,€24.5M,€67K,2093,
,E. Ndicka CB,25,81,83,Roma 2023 ~ 2028,€28.5M,€58K,1940,
,A. Dovbyk ST,28,81,81,Roma 2024 ~ 2029,€26.5M,€72K,1969,
,D. Zapata ST,34,81,81,Torino 2024 ~ 2030,€12.5M,€56K,1912,
,Koke CM CDM,33,81,81,Atlético Madrid 2011 ~ 2028,€16M,€76K,2118,
,R. Le Normand CB,28,81,82,Atlético Madrid 2024 ~ 2029,€24.5M,€73K,1741,
,R. Araujo CB,26,81,84,FC Barcelona 2018 ~ 2031,€30M,€90K,1890,
,F. Mendy LB LM,30,81,81,Real Madrid 2019 ~ 2028,€22M,€170K,2100,
,Brahim RM RW,25,81,82,Real Madrid 2019 ~ 2027,€31M,€160K,1914,
,E. Camavinga CM CDM LB,22,81,85,Real Madrid 2021 ~ 2029,€37.5M,€145K,2186,
,Álvaro Carreras LB CB LM,22,81,87,Real Madrid 2025 ~ 2031,€38.5M,€140K,2123,
,D. Huijsen CB,20,81,88,Real Madrid 2025 ~ 2030,€47.5M,€120K,1997,
,Iñaki Williams RW ST RM,31,81,81,Athletic Club 2012 ~ 2028,€21.5M,€58K,2119,
,G. Lo Celso CAM CM,29,81,81,Real Betis Balompié 2024 ~ 2028,€25.5M,€40K,2187,
,Fornals CM CAM CDM,29,81,81,Real Betis Balompié 2024 ~ 2029,€25M,€39K,2142,
,Antony RW RM,25,81,82,Real Betis Balompié 2025 ~ 2030,€31M,€38K,2108,
,V. Muriqi ST,31,81,81,RCD Mallorca 2022 ~ 2029,€22M,€47K,1853,
,T. Kubo RM RW,24,81,84,Real Sociedad 2022 ~ 2029,€35M,€42K,2021,
,Álvaro García LW LM ST,32,81,81,Rayo Vallecano 2018 ~ 2028,€20.5M,€37K,1968,
,De Frutos RW ST RM,28,81,81,Rayo Vallecano 2023 ~ 2028,€26M,€37K,2075,
,Gerard Moreno ST CAM,33,81,81,Villarreal CF 2018 ~ 2027,€16.5M,€55K,2090,
,Ayoze ST CAM,31,81,81,Villarreal CF 2024 ~ 2028,€22M,€55K,2161,
,N. Pépé RW ST RM,30,81,81,Villarreal CF 2024 ~ 2028,€25M,€54K,2044,
,Luis Milla CM CDM,30,81,81,Getafe CF 2022 ~ 2027,€24.5M,€46K,2169,
,C. Nørgaard CDM CM,31,80,80,Arsenal 2025 ~ 2027,€15M,€125K,2025,
,Gabriel Jesus ST CAM,28,80,80,Arsenal 2022 ~ 2027,€21.5M,€140K,2038,
,N. Madueke RW RM,23,80,84,Arsenal 2025 ~ 2030,€30M,€115K,2017,
,L. Digne LB LM,31,80,80,Aston Villa 2022 ~ 2028,€15.5M,€110K,2145,
,Pau Torres CB,28,80,80,Aston Villa 2023 ~ 2028,€18M,€110K,1944,
,T. Chalobah CB RB,25,80,82,Chelsea 2016 ~ 2028,€23.5M,€105K,1922,
,L. Colwill CB,22,80,84,Chelsea 2020 ~ 2029,€27.5M,€95K,1929,
,Andrey Santos CM CDM,21,80,87,Chelsea 2023 ~ 2030,€42.5M,€86K,2131,
,J. Tarkowski CB,32,80,80,Everton 2022 ~ 2028,€13.5M,€50K,1830,
,K. Dewsbury-Hall CAM CM,26,80,81,Everton 2025 ~ 2030,€25M,€51K,2153,
,F. Chiesa RM ST RW,27,80,80,Liverpool 2024 ~ 2028,€22.5M,€100K,2037,
,C. Jones CM CDM CAM,24,80,83,Liverpool 2018 ~ 2027,€28.5M,€87K,2091,
,A. Khusanov CB,21,80,86,Manchester City 2025 ~ 2029,€31M,€80K,1847,
,N. Mazraoui RB CB LB RM,27,80,80,Manchester United 2024 ~ 2028,€20.5M,€84K,2075,
,Amad RM RB RW,22,80,85,Manchester United 2021 ~ 2030,€32.5M,€77K,2020,
,B. Šeško ST,22,80,87,Manchester United 2025 ~ 2030,€43M,€84K,2007,
,D. Burn CB LB,33,80,80,Newcastle United 2022 ~ 2027,€10M,€115K,1755,
,H. Barnes LW RW LM,27,80,80,Newcastle United 2023 ~ 2028,€22.5M,€125K,1995,
,N. Woltemade ST CM,23,80,85,Newcastle United 2025 ~ 2031,€32M,€110K,1933,
,T. Livramento RB LB RM,22,80,86,Newcastle United 2023 ~ 2028,€31.5M,€95K,2006,
,O. Aina RB LB RM,28,80,80,Nottingham Forest 2023 ~ 2028,€19M,€95K,2062,
,N. Milenković CB,27,80,81,Nottingham Forest 2024 ~ 2029,€21M,€90K,1787,
,N. Williams LB RB,24,80,82,Nottingham Forest 2022 ~ 2029,€25M,€78K,1979,
,D. Solanke ST,27,80,80,Tottenham Hotspur 2024 ~ 2030,€23M,€110K,1973,
,R. Bentancur CDM CM,28,80,81,Tottenham Hotspur 2022 ~ 2030,€20.5M,€100K,2086,
,P. Sarr CM CDM,22,80,85,Tottenham Hotspur 2021 ~ 2030,€32M,€88K,2112,
,N. Mukiele CB RB,27,80,80,Sunderland 2025 ~ 2029,€19.5M,€65K,1948,
,Reinildo LB,31,80,80,Sunderland 2025 ~ 2027,€15.5M,€68K,2003,
,O. Alderete CB,28,80,81,Sunderland 2025 ~ 2029,€20M,€68K,1952,
,R. Roefs GK,22,80,86,Sunderland 2025 ~ 2030,€27.5M,€33K,1037,
,A. Iwobi LM CDM LW,29,80,80,Fulham FC 2023 ~ 2028,€20.5M,€90K,2058,
,H. Wilson RM CAM RW,28,80,80,Fulham FC 2021 ~ 2030,€21M,€90K,2066,
,D. Welbeck ST,34,80,80,Brighton & Hove Albion 2020 ~ 2027,€10.5M,€105K,2016,
,B. Verbruggen GK,22,80,86,Brighton & Hove Albion 2023 ~ 2028,€27.5M,€45K,1253,
,J. van Hecke CB,25,80,83,Brighton & Hove Albion 2020 ~ 2027,€25M,€86K,1929,
,Y. Minteh RM RW,20,80,86,Brighton & Hove Albion 2024 ~ 2029,€33M,€70K,1944,
,C. Baleba CDM CM,21,80,86,Brighton & Hove Albion 2023 ~ 2028,€31M,€65K,2122,
,M. Damsgaard CAM CM LW,24,80,83,Brentford 2022 ~ 2030,€29M,€71K,2103,
,M. Kayode RB RM,20,80,85,Brentford 2025 ~ 2030,€29M,€55K,1981,
,A. Scott CDM CM CAM,21,80,86,AFC Bournemouth 2023 ~ 2028,€31M,€55K,2129,
,A. Thomasson CM CDM,31,80,80,RC Lens 2023 ~ 2029,€17.5M,€35K,2104,
,M. Udol LB LM CB CDM,29,80,80,RC Lens 2025 ~ 2028,€18.5M,€34K,2108,
,M. Sangaré CM CDM,23,80,87,RC Lens 2025 ~ 2030,€42M,€29K,2094,
,B. André CDM CM,34,80,80,Lille OSC 2019 ~ 2028,€7M,€36K,2070,
,M. Niakhaté CB,29,80,80,Olympique Lyonnais 2024 ~ 2028,€17.5M,€27K,1868,
,D. Greif GK,28,80,82,Olympique Lyonnais 2025 ~ 2029,€18M,€18K,1070,
,L. Hrádecký GK,35,80,80,AS Monaco 2025 ~ 2027,€2.3M,€15K,1162,
,M. Akliouche CAM RM ST,23,80,86,AS Monaco 2020 ~ 2028,€33.5M,€35K,1962,
,Lee Kang In RW CM CAM RM,24,80,83,Paris Saint-Germain 2023 ~ 2028,€29M,€78K,2093,
,Gonçalo Ramos ST,24,80,84,Paris Saint-Germain 2023 ~ 2028,€30.5M,€79K,1993,
,I. Zabarnyi CB,22,80,85,Paris Saint-Germain 2025 ~ 2030,€29.5M,€68K,1832,
,B. Samba GK,31,80,80,Stade Rennais FC 2025 ~ 2029,€11M,€22K,1309,
,V. Rongier CDM CM,30,80,80,Stade Rennais FC 2025 ~ 2028,€17.5M,€34K,2064,
,L. Balerdi CB,26,80,83,Olympique de Marseille 2021 ~ 2028,€24.5M,€45K,1894,
,Q. Timber CM CDM CAM,24,80,85,Olympique de Marseille 2026 ~ 2030,€31.5M,€41K,2179,
,Igor Paixão LM LW,25,80,83,Olympique de Marseille 2025 ~ 2030,€28M,€45K,2021,
,J. Ryerson RB LB RM,27,80,80,Borussia Dortmund 2023 ~ 2028,€20.5M,€50K,2049,
,M. Beier ST CAM LM,22,80,84,Borussia Dortmund 2024 ~ 2029,€31M,€50K,1997,
,T. Kleindienst ST,29,80,80,Borussia Mönchengladbach 2024 ~ 2029,€21M,€40K,1938,
,F. Honorat RM CAM ST RW,28,80,80,Borussia Mönchengladbach 2023 ~ 2029,€21M,€37K,2072,
,A. Nübel GK,28,80,81,"VfB Stuttgart Jun 30, 2026 On loan",€16.5M,€42K,1382,
,E. Demirović ST,27,80,80,VfB Stuttgart 2024 ~ 2028,€23M,€49K,1990,
,J. Chabot CB,27,80,80,VfB Stuttgart 2024 ~ 2028,€19.5M,€43K,1635,
,K. Sano CDM CM,24,80,83,1. FSV Mainz 05 2024 ~ 2028,€26M,€30K,2000,
,N. Amiri CM CAM,28,80,80,1. FSV Mainz 05 2024 ~ 2028,€21M,€37K,2143,
,M. Amoura ST LW LM CAM,25,80,83,VfL Wolfsburg 2025 ~ 2029,€28.5M,€56K,2080,
,R. Koch CB,28,80,80,Eintracht Frankfurt 2024 ~ 2030,€18M,€39K,1800,
,N. Brown LB LM RB,22,80,86,Eintracht Frankfurt 2024 ~ 2030,€31.5M,€32K,2004,
,D. Doekhi CB,27,80,81,1. FC Union Berlin 2022 ~ 2028,€21M,€41K,1812,
,B. Henrichs RB RM LB CM,28,80,80,RB Leipzig 2021 ~ 2028,€19M,€58K,2043,
,N. Seiwald CDM CM CB,24,80,85,RB Leipzig 2023 ~ 2028,€29M,€48K,2070,
,O. Kossounou CB,24,80,85,Atalanta 2025 ~ 2029,€29M,€57K,1767,
,F. Kostić LM LB,32,80,80,Juventus 2022 ~ 2029,€16.5M,€115K,2204,
,T. Koopmeiners CAM CM CB,27,80,80,Juventus 2024 ~ 2029,€22.5M,€115K,2218,
,P. Kalulu CB RB RM CM,25,80,85,Juventus 2025 ~ 2029,€28M,€100K,1996,
,A. Cambiaso LB RB LM,25,80,82,Juventus 2022 ~ 2027,€24.5M,€100K,2130,
,F. Gatti CB,27,80,83,Juventus 2022 ~ 2030,€24M,€105K,1811,
,R. Loftus-Cheek CM CAM,29,80,80,AC Milan 2023 ~ 2027,€20.5M,€55K,2182,
,M. Gabbia CB,25,80,83,AC Milan 2017 ~ 2029,€25M,€48K,1729,
,A. Saelemaekers RM LM RB RW,26,80,80,AC Milan 2020 ~ 2031,€23M,€53K,2072,
,L. Spinazzola LB LM,32,80,80,Napoli 2024 ~ 2029,€14.5M,€95K,2119,
,L. Pellegrini CAM CM,29,80,80,Roma 2017 ~ 2030,€20.5M,€63K,2191,
,D. Malen ST RM RW CAM,26,80,80,"Roma Jun 30, 2026 On loan",€23.5M,€120K,2003,
,K. Koné CM CDM,24,80,84,Roma 2025 ~ 2029,€30M,€52K,2143,
,N. Vlašić CAM CM LW,27,80,80,Torino 2023 ~ 2027,€22.5M,€47K,2087,
,A. Laurienté LW LM,26,80,80,Sassuolo 2022 ~ 2029,€23M,€30K,1999,
,J. Musso GK,31,80,80,Atlético Madrid 2025 ~ 2028,€11M,€44K,1249,
,Johnny Cardoso CDM CM,23,80,84,Atlético Madrid 2025 ~ 2030,€27.5M,€56K,2120,
,Pubill CB RB RM,22,80,87,Atlético Madrid 2025 ~ 2030,€40M,€56K,2040,
,A. Christensen CB CM CDM,29,80,80,FC Barcelona 2022 ~ 2030,€17.5M,€90K,1767,
,D. Alaba CB,33,80,80,Real Madrid 2021 ~ 2029,€10M,€160K,2197,
,Dani Ceballos CM CDM CAM,28,80,80,Real Madrid 2017 ~ 2027,€21M,€165K,2064,
,A. Lunin GK,26,80,83,Real Madrid 2018 ~ 2030,€21M,€95K,1161,
,Ruiz de Galarreta CDM CM,31,80,80,Athletic Club 2023 ~ 2027,€15M,€49K,2071,
,Berenguer RW LM CAM RM,29,80,80,Athletic Club 2020 ~ 2027,€20.5M,€54K,2182,
,Yeray CB,30,80,80,Athletic Club 2016 ~ 2028,€17.5M,€49K,1956,
,Jauregizar CM CDM,21,80,86,Athletic Club 2023 ~ 2031,€33.5M,€36K,2151,
,Diego Llorente CB,31,80,80,Real Betis Balompié 2024 ~ 2028,€14.5M,€35K,1814,
,Abde LW LM,23,80,84,Real Betis Balompié 2023 ~ 2029,€30M,€33K,1914,
,Borja Iglesias ST,32,80,80,RC Celta 2025 ~ 2028,€17M,€40K,1973,
,Mingueza RB LM RM,26,80,81,RC Celta 2022 ~ 2029,€22.5M,€34K,2155,
,Isi CAM RM ST CM,30,80,80,Rayo Vallecano 2020 ~ 2028,€20.5M,€33K,2022,
,A. Rațiu RB RM,27,80,81,Rayo Vallecano 2023 ~ 2030,€22M,€30K,2115,
,Parejo CM CDM,36,80,80,Villarreal CF 2020 ~ 2028,€6.5M,€36K,2091,
,P. Gueye CM CDM,26,80,81,Villarreal CF 2024 ~ 2028,€24.5M,€45K,2144,
,David Soria GK,32,80,80,Getafe CF 2018 ~ 2030,€10.5M,€27K,1295,
,M. Arambarri CM CDM CAM,29,80,80,Getafe CF 2018 ~ 2028,€20.5M,€43K,2209,
,Kepa GK,30,79,79,Arsenal 2025 ~ 2028,€11.5M,€76K,1302,
,J. Sancho LM RM LW,25,79,80,"Aston Villa Jun 30, 2026 On loan",€21M,€80K,1918,
,Douglas Luiz CDM CM,27,79,79,"Aston Villa Jun 30, 2026 On loan",€16.5M,€100K,2174,
,I. Maatsen LB LM,23,79,84,Aston Villa 2024 ~ 2029,€24.5M,€85K,2073,
,Estêvão RM RW,18,79,89,Chelsea 2025 ~ 2033,€37M,€71K,1963,
,W. Fofana CB,24,79,82,Chelsea 2022 ~ 2029,€21.5M,€90K,1855,
,M. Gusto RB RM,22,79,84,Chelsea 2023 ~ 2030,€25M,€90K,2007,
,I. Gueye CDM CM,35,79,79,Everton 2022 ~ 2028,€4.9M,€35K,2002,
,J. Branthwaite CB,23,79,85,Everton 2020 ~ 2030,€25M,€39K,1702,
,A. Stach CM CDM,26,79,80,Leeds United 2025 ~ 2029,€20.5M,€64K,2130,
,J. Gomez CB RB LB RM,28,79,79,Liverpool 2015 ~ 2027,€15M,€95K,1819,
,W. Endo CDM CM,32,79,79,Liverpool 2023 ~ 2027,€11.5M,€95K,2007,
,C. Bradley RB RM,21,79,84,Liverpool 2020 ~ 2029,€25M,€66K,1997,
,L. Shaw LB CB LM,29,79,79,Manchester United 2014 ~ 2027,€15.5M,€83K,2070,
,K. Mainoo CDM CM,20,79,85,Manchester United 2022 ~ 2031,€25M,€58K,2095,
,K. Trippier RB RM,34,79,79,Newcastle United 2021 ~ 2028,€6.5M,€110K,2135,
,N. Pope GK,33,79,79,Newcastle United 2022 ~ 2027,€5.5M,€71K,1271,
,J. Murphy RW RM,30,79,79,Newcastle United 2017 ~ 2027,€17M,€120K,2049,
,A. Elanga RW RM,23,79,82,Newcastle United 2025 ~ 2030,€24M,€105K,1959,
,S. Ortega GK,32,79,79,Nottingham Forest 2026 ~ 2029,€8.5M,€58K,1426,
,Richarlison ST LW LM,28,79,79,Tottenham Hotspur 2022 ~ 2027,€18M,€110K,2060,
,R. Kolo Muani ST RM CAM,26,79,80,"Tottenham Hotspur Jun 30, 2026 On loan",€21M,€85K,1971,
,K. Danso CB,26,79,82,Tottenham Hotspur 2025 ~ 2030,€20.5M,€90K,1745,
,C. Gallagher CM CDM CAM,25,79,81,Tottenham Hotspur 2026 ~ 2031,€22M,€90K,2188,
,D. Spence LB RB LM,24,79,83,Tottenham Hotspur 2022 ~ 2029,€23.5M,€80K,1979,
,D. Udogie LB LM,22,79,83,Tottenham Hotspur 2022 ~ 2030,€24M,€80K,2087,
,A. Wan-Bissaka RB RM,27,79,79,West Ham United 2024 ~ 2031,€17M,€68K,1957,
,T. Castellanos ST,26,79,80,West Ham United 2026 ~ 2030,€21M,€77K,2024,
,Mateus Fernandes CM CAM CDM,20,79,85,West Ham United 2025 ~ 2030,€27M,€52K,2109,
,B. Leno GK,33,79,79,Fulham FC 2022 ~ 2027,€5.5M,€55K,1324,
,J. Andersen CB,29,79,79,Fulham FC 2024 ~ 2029,€14.5M,€83K,1913,
,S. Berge CDM CM CB,27,79,80,Fulham FC 2024 ~ 2029,€18M,€80K,1975,
,S. Chukwueze RM LM RW,26,79,79,"Fulham FC Jun 30, 2026 On loan",€19M,€50K,1895,
,T. Mitchell LB LM,25,79,81,Crystal Palace 2017 ~ 2027,€20M,€76K,1917,
,C. Richards CB,25,79,81,Crystal Palace 2022 ~ 2027,€19.5M,€76K,1713,
,B. Johnson RW RM LW,24,79,82,Crystal Palace 2026 ~ 2030,€24M,€78K,1916,
,Yeremy Pino LW RW CAM LM,22,79,86,Crystal Palace 2025 ~ 2030,€35.5M,€78K,1904,
,F. Kadıoğlu LB RB LM,25,79,81,Brighton & Hove Albion 2024 ~ 2028,€20M,€81K,2095,
,M. De Cuyper LB LM,24,79,83,Brighton & Hove Albion 2025 ~ 2030,€23.5M,€74K,2177,
,Y. Ayari CDM CM,21,79,85,Brighton & Hove Albion 2023 ~ 2027,€26M,€62K,2074,
,J. Henderson CDM CM,35,79,79,Brentford 2025 ~ 2027,€4.9M,€56K,2110,
,M. Jensen CM CDM CAM,29,79,79,Brentford 2019 ~ 2030,€17M,€79K,2067,
,C. Kelleher GK,26,79,82,Brentford 2025 ~ 2030,€17.5M,€46K,1257,
,N. Collins CB,24,79,82,Brentford 2023 ~ 2029,€21.5M,€62K,1676,
,K. Schade LM LW ST,23,79,83,Brentford 2023 ~ 2028,€25M,€66K,1958,
,T. Adams CDM CM,26,79,81,AFC Bournemouth 2023 ~ 2028,€19.5M,€72K,2036,
,J. Kluivert CAM LM CM,26,79,80,AFC Bournemouth 2023 ~ 2028,€20.5M,€77K,2018,
,B. Diakité CB,24,79,84,AFC Bournemouth 2025 ~ 2030,€24M,€62K,1910,
,Evanilson ST,25,79,80,AFC Bournemouth 2024 ~ 2029,€21.5M,€79K,1936,
,A. Truffert LB LM,23,79,83,AFC Bournemouth 2025 ~ 2030,€23.5M,€62K,1990,
,Đ. Petrović GK,25,79,83,AFC Bournemouth 2025 ~ 2030,€19M,€43K,1271,
,Alexsandro CB,25,79,83,Lille OSC 2022 ~ 2028,€22M,€31K,1734,
,T. Morton CDM CM,22,79,84,Olympique Lyonnais 2025 ~ 2030,€24.5M,€21K,2094,
,A. Golovin CAM LM CM ST,29,79,79,AS Monaco 2018 ~ 2029,€17M,€39K,2106,
,F. Balogun ST,23,79,83,AS Monaco 2023 ~ 2028,€25.5M,€35K,1867,
,L. Camara CM CDM CAM,21,79,85,AS Monaco 2024 ~ 2029,€28M,€27K,2119,
,E. Lepaul ST,25,79,82,Stade Rennais FC 2025 ~ 2029,€23.5M,€33K,1913,
,F. Medina CB LB,26,79,83,"Olympique de Marseille Jun 30, 2026 On loan",€21.5M,€31K,1914,
,A. Gouiri ST CAM,25,79,82,Olympique de Marseille 2025 ~ 2029,€23.5M,€46K,2036,
,K. Trapp GK,34,79,79,Paris FC 2025 ~ 2028,€3M,€35K,1199,
,R. Guerreiro LB CM RB LM,31,79,79,FC Bayern München 2023 ~ 2029,€12.5M,€61K,2113,
,J. Stanišić RB CB LB RM,25,79,82,FC Bayern München 2021 ~ 2029,€21.5M,€56K,1860,
,N. Jackson ST,24,79,82,"FC Bayern München Jun 30, 2026 On loan",€24.5M,€105K,1971,
,R. Bensebaini CB LB LM,30,79,79,Borussia Dortmund 2023 ~ 2027,€14.5M,€49K,2118,
,Fábio Silva ST CAM LW,22,79,85,Borussia Dortmund 2025 ~ 2030,€28.5M,€47K,1939,
,D. Svensson LB CM LM,23,79,83,Borussia Dortmund 2025 ~ 2029,€23.5M,€41K,2076,
,V. Grifo LM LW,32,79,79,SC Freiburg 2019 ~ 2029,€14M,€35K,2009,
,R. Andrich CB CM CDM,30,79,79,Bayer 04 Leverkusen 2021 ~ 2028,€14.5M,€73K,2133,
,M. Terrier CAM ST LM,28,79,79,Bayer 04 Leverkusen 2024 ~ 2029,€17.5M,€78K,1976,
,M. Tillman CAM CM LW,23,79,84,Bayer 04 Leverkusen 2025 ~ 2030,€26.5M,€65K,2111,
,I. Maza CAM CM,19,79,87,Bayer 04 Leverkusen 2025 ~ 2030,€38M,€52K,2006,
,J. Stage CM CDM,28,79,79,SV Werder Bremen 2022 ~ 2028,€17.5M,€35K,2117,
,V. Boniface ST,24,79,83,"SV Werder Bremen Jun 30, 2026 On loan",€25.5M,€70K,1916,
,M. Arnold CDM CM,31,79,79,VfL Wolfsburg 2011 ~ 2028,€12.5M,€51K,2152,
,R. Kristensen RB RM CB RW,27,79,79,Eintracht Frankfurt 2025 ~ 2029,€17M,€35K,2058,
,F. Rønnow GK,32,79,79,1. FC Union Berlin 2021 ~ 2029,€8.5M,€26K,1151,
,F. Asllani ST,22,79,83,TSG 1899 Hoffenheim 2021 ~ 2029,€26M,€39K,1882,
,R. Baku RB RM RW,27,79,79,RB Leipzig 2025 ~ 2027,€17M,€53K,2130,
,B. Djimsiti CB,32,79,79,Atalanta 2016 ~ 2029,€11.5M,€66K,1744,
,D. Zappacosta LM RM LB,33,79,79,Atalanta 2021 ~ 2030,€11M,€69K,2117,
,M. Pašalić CM CAM CDM,30,79,79,Atalanta 2020 ~ 2028,€17M,€69K,2086,
,W. McKennie CM CAM RM,26,79,79,Juventus 2021 ~ 2028,€19M,€105K,2191,
,E. Zhegrova RM RW,26,79,79,Juventus 2025 ~ 2030,€19M,€105K,1871,
,Francisco Conceição CAM RM RW CM,22,79,86,Juventus 2025 ~ 2030,€35.5M,€95K,1911,
,N. Rovella CDM CM,23,79,84,Lazio 2025 ~ 2028,€24.5M,€31K,2110,
,P. Estupiñán LB LM,27,79,79,AC Milan 2025 ~ 2030,€17M,€48K,2068,
,S. Giménez ST,24,79,84,AC Milan 2025 ~ 2029,€27M,€48K,1985,
,S. Ricci CDM CM,23,79,85,AC Milan 2025 ~ 2029,€25.5M,€41K,2052,
,V. Milinković-Savić GK,28,79,81,"Napoli Jun 30, 2026 On loan",€15M,€29K,1324,
,Wesley RM LM RB RW,21,79,85,Roma 2025 ~ 2030,€28M,€42K,2093,
,Angeliño LB LM,28,79,79,Roma 2024 ~ 2028,€16M,€56K,2155,
,Mario Hermoso CB,30,79,79,Roma 2024 ~ 2028,€14.5M,€56K,1977,
,M. Soulé CAM ST,22,79,85,Roma 2024 ~ 2029,€28M,€50K,1995,
,Morata ST CAM CM,32,79,79,"Como Jun 30, 2026 On loan",€14M,€56K,1954,
,Diego Carlos CB,32,79,79,"Como Jun 30, 2026 On loan",€11.5M,€55K,1843,
,M. Baturina CAM LM CM,22,79,84,Como 2025 ~ 2030,€27M,€78K,2073,
,R. Gosens LB LM LW,30,79,79,Fiorentina 2025 ~ 2028,€15M,€53K,2136,
,E. Audero GK,28,79,79,"Cremonese Jun 30, 2026 On loan",€12.5M,€57K,1202,
,N. Gonzalez LM RM CAM LW,27,79,79,"Atlético Madrid Jun 30, 2026 On loan",€18.5M,€105K,2055,
,Yuri Berchiche LB LM,35,79,79,Athletic Club 2018 ~ 2028,€5.5M,€34K,2139,
,Bartra CB,34,79,79,Real Betis Balompié 2023 ~ 2027,€5.5M,€33K,1997,
,S. Amrabat CDM CM,28,79,79,"Real Betis Balompié Jun 30, 2026 On loan",€15.5M,€55K,2133,
,Cucho Hernández ST CAM,26,79,80,Real Betis Balompié 2025 ~ 2030,€21M,€36K,2079,
,Marcos Alonso CB LB,34,79,79,RC Celta 2024 ~ 2028,€5.5M,€33K,2167,
,M. Dmitrović GK,33,79,79,RCD Espanyol 2025 ~ 2028,€5.5M,€18K,1317,
,Carlos Romero LB CM,23,79,83,"RCD Espanyol Jun 30, 2026 On loan",€23.5M,€35K,2106,
,Sergi Darder CM CAM LM CDM,31,79,79,RCD Mallorca 2023 ~ 2028,€14.5M,€38K,2156,
,Raíllo CB,33,79,79,RCD Mallorca 2016 ~ 2027,€8.5M,€37K,1751,
,Y. Herrera CM CDM,27,79,79,Real Sociedad 2025 ~ 2030,€18.5M,€43K,2152,
,Sergio Herrera GK,32,79,79,CA Osasuna 2017 ~ 2028,€8.5M,€25K,1264,
,F. Boyomo CB,23,79,85,CA Osasuna 2024 ~ 2029,€25M,€32K,1779,
,F. Lejeune CB,34,79,79,Rayo Vallecano 2023 ~ 2028,€5.5M,€30K,1986,
,A. Batalla GK,29,79,80,Rayo Vallecano 2025 ~ 2030,€13.5M,€19K,1302,
,O. Vlachodimos GK,31,79,79,"Sevilla FC Jun 30, 2026 On loan",€9.5M,€71K,1247,
,T. Partey CDM CM,32,79,79,Villarreal CF 2025 ~ 2029,€11.5M,€43K,2048,
,Santi Comesaña CM CDM,28,79,79,Villarreal CF 2023 ~ 2028,€17.5M,€45K,2020,
,J. Foyth CB RB,27,79,79,Villarreal CF 2021 ~ 2029,€16M,€41K,1945,
,G. Mikautadze ST CAM,24,79,83,Villarreal CF 2025 ~ 2031,€25.5M,€41K,2063,
,Sergi Cardona LB LM,25,79,82,Villarreal CF 2024 ~ 2027,€21.5M,€39K,2047,
,M. Ryan GK,33,79,79,Levante UD 2025 ~ 2029,€5.5M,€23K,1407,
,A. Ounahi CM CAM CDM,25,79,82,Girona FC 2025 ~ 2030,€23M,€35K,2093,
,M. Lewis-Skelly LB CM,18,78,87,Arsenal 2023 ~ 2030,€28M,€64K,2065,
,M. Bizot GK,34,78,78,Aston Villa 2025 ~ 2027,€2.4M,€61K,1269,
,T. Mings CB,32,78,78,Aston Villa 2019 ~ 2027,€9M,€95K,1783,
,E. Buendía LM CAM LW,28,78,78,Aston Villa 2021 ~ 2027,€14M,€95K,2130,
,L. Bailey RM RW,27,78,78,Aston Villa 2021 ~ 2027,€15M,€95K,1976,
,H. Elliott CAM CM RW,22,78,83,"Aston Villa Jun 30, 2026 On loan",€21.5M,€76K,1934,
,T. Adarabioyo CB,27,78,79,Chelsea 2024 ~ 2028,€14M,€95K,1776,
,R. Lavia CDM CM,21,78,85,Chelsea 2023 ~ 2030,€27M,€69K,1985,
