Unnamed: 0,Age,Overall rating,Potential,ID,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28,Player_Name,Positions,Primary_Position,Match_Name,Club,Contract_End_Year,Height_cm,Weight_kg,Value_EUR,Wage_EUR,BMI,Value_per_Overall
,23,83,87,256197,Left,80,88,85,77,83,57,76,85,87,9,15,6,2,3,,,,P. Hincapié,LB CB,LB,P. Hincapie,"Arsenal Jun 30, 2026 On loan",,184.0,77.0,48500000.0,81000.0,22.74,584337.35
,26,83,83,242516,Right,85,82,76,78,45,81,83,48,31,15,11,9,4,4,,,,C. Gakpo,LM LW,LM,C. Gakpo,Liverpool,2030,193.0,76.0,39500000.0,125000.0,20.4,475903.61
,24,83,86,262621,Left,48,48,45,74,8,34,26,12,10,82,81,82,3,1,,,,G. Mamardashvili,GK,GK,G. Mamardashvili,Liverpool,2030,199.0,88.0,38500000.0,61000.0,22.22,463855.42
,30,83,83,218667,Left,63,50,87,47,73,84,85,75,68,9,10,12,2,4,,,,Bernardo Silva,CM CDM RW,CM,Bernardo Silva,Manchester City,2030,173.0,65.0,34500000.0,150000.0,21.72,415662.65
,23,83,86,246420,Right,95,89,68,76,20,82,85,30,25,11,10,9,4,4,,,,J. Doku,LW LM RW,LW,J. Doku,Manchester City,2028,173.0,66.0,49500000.0,135000.0,22.05,596385.54
,26,83,83,256675,Right,87,90,76,67,34,78,82,30,21,11,13,8,3,4,,,,O. Marmoush,LW ST LM,LW,O. Marmoush,Manchester City,2029,183.0,81.0,39500000.0,155000.0,24.19,475903.61
,26,83,84,240243,Right,79,77,82,73,42,81,83,41,39,8,7,13,4,4,,,,Matheus Cunha,CAM LM ST,CAM,Matheus Cunha,Manchester United,2030,183.0,76.0,43000000.0,115000.0,22.69,518072.29
,28,83,83,220697,Right,70,65,68,56,58,87,87,68,45,11,14,12,4,4,,,,J. Maddison,CM CAM,CM,J. Maddison,Tottenham Hotspur,2028,175.0,73.0,36500000.0,135000.0,23.84,439759.04
,25,83,86,247394,Left,77,72,89,78,65,86,85,66,58,14,5,10,3,4,,,,D. Kulusevski,CM RW CAM,CM,D. Kulusevski,Tottenham Hotspur,2028,186.0,80.0,47500000.0,125000.0,23.12,572289.16
,28,83,83,224371,Left,78,74,83,66,37,79,80,41,37,14,8,10,4,4,,,,J. Bowen,RM ST RW,RM,J. Bowen,West Ham United,2030,176.0,70.0,36500000.0,100000.0,22.6,439759.04
,19,83,89,270673,Right,82,79,93,88,84,79,79,85,73,14,11,8,4,3,,,,W. Zaïre-Emery,CM CDM RB CAM,CM,W. Zaire-Emery,Paris Saint-Germain,2029,178.0,68.0,55000000.0,73000.0,21.46,662650.6
,23,83,86,246147,Left,82,84,79,60,34,80,82,39,33,5,6,9,5,4,,,,M. Greenwood,RM CAM RW,RM,M. Greenwood,Olympique de Marseille,2029,181.0,80.0,49500000.0,51000.0,24.42,596385.54
,29,83,83,206113,Right,84,75,66,68,38,82,83,44,43,14,10,9,4,4,,,,S. Gnabry,CAM LM ST,CAM,S. Gnabry,FC Bayern München,2028,176.0,77.0,35500000.0,87000.0,24.86,427710.84
,24,83,86,234396,Left,94,93,77,75,79,77,78,74,73,11,11,5,3,4,,,,A. Davies,LB LM,LB,A. Davies,FC Bayern München,2030,185.0,77.0,46000000.0,68000.0,22.5,554216.87
,28,83,83,229476,Right,65,73,79,86,82,70,80,86,78,11,12,13,3,2,,,,W. Anton,CB,CB,W. Anton,Borussia Dortmund,2028,189.0,86.0,31500000.0,66000.0,24.08,379518.07
,31,83,83,207862,Right,54,56,61,83,84,71,78,87,82,12,10,8,3,2,,,,M. Ginter,CB,CB,M. Ginter,SC Freiburg,2027,190.0,89.0,25000000.0,45000.0,24.65,301204.82
,26,83,83,231521,Right,72,53,68,67,86,83,83,84,80,10,5,9,4,3,,,,E. Palacios,CM CDM,CM,E. Palacios,Bayer 04 Leverkusen,2030,178.0,69.0,39500000.0,100000.0,21.78,475903.61
,28,83,83,227647,Left,79,79,84,67,81,77,76,83,77,13,10,13,2,3,,,,M. Mittelstädt,LB LM,LB,M. Mittelstadt,VfB Stuttgart,2028,180.0,71.0,33000000.0,57000.0,21.91,397590.36
,24,83,87,250959,Left,68,47,80,67,80,87,86,78,69,7,14,9,3,3,,,,A. Stiller,CDM CM,CDM,A. Stiller,VfB Stuttgart,2028,183.0,77.0,47500000.0,47000.0,22.99,572289.16
,32,83,83,204638,Right,48,65,74,85,83,44,73,87,81,15,12,10,3,2,,,,W. Orban,CB,CB,W. Orban,RB Leipzig,2027,186.0,89.0,23500000.0,74000.0,25.73,283132.53
,27,83,83,236703,Left,86,86,89,77,77,80,79,76,81,11,8,12,2,3,,,,D. Raum,LB LM,LB,D. Raum,RB Leipzig,2027,181.0,83.0,35000000.0,71000.0,25.34,421686.75
,36,83,83,192883,Right,79,76,84,67,76,84,85,74,70,5,11,5,5,4,,,,H. Mkhitaryan,CM CAM,CM,H. Mkhitaryan,Inter,2028,177.0,75.0,11500000.0,37000.0,23.94,138554.22
,33,83,83,198176,Right,63,61,68,74,85,70,85,87,82,8,10,14,3,2,,,,S. de Vrij,CB,CB,S. de Vrij,Inter,2029,189.0,78.0,17500000.0,47000.0,21.84,210843.37
,37,83,83,199845,Left,58,52,69,84,87,65,86,84,82,11,9,13,3,3,,,,F. Acerbi,CB,CB,F. Acerbi,Inter,2029,192.0,88.0,6500000.0,35000.0,23.87,78313.25
,29,83,83,229237,Right,75,81,71,88,82,65,80,84,83,10,9,6,4,2,,,,M. Akanji,CB,CB,M. Akanji,"Inter Jun 30, 2026 On loan",,187.0,85.0,30500000.0,145000.0,24.31,367469.88
,30,83,83,220502,Right,90,87,81,59,58,79,83,58,52,13,16,8,4,4,,,,M. Zaccagni,LW LM,LW,M. Zaccagni,Lazio,2029,177.0,63.0,35000000.0,56000.0,20.11,421686.75
,31,83,83,224987,Right,44,40,28,56,22,63,68,23,22,84,79,83,2,1,,,,I. Provedel,GK,GK,I. Provedel,Lazio,2027,192.0,84.0,19000000.0,33000.0,22.79,228915.66
,32,83,83,192505,Left,70,85,72,94,36,82,82,40,30,8,15,7,4,3,,,,R. Lukaku,ST,ST,R. Lukaku,Napoli,2027,191.0,94.0,29500000.0,135000.0,25.77,355421.69
,30,83,83,216435,Right,76,67,88,61,79,82,77,79,75,10,7,13,4,3,,,,S. Lobotka,CM CDM,CM,S. Lobotka,Napoli,2027,170.0,68.0,34500000.0,125000.0,23.53,415662.65
,31,83,83,217870,Right,83,85,90,74,78,68,74,81,78,8,10,10,4,3,,,,G. Di Lorenzo,RB CB RM CM,RB,G. Di Lorenzo,Napoli,2028,183.0,82.0,26500000.0,120000.0,24.49,319277.11
,29,83,83,227236,Right,74,76,89,82,80,81,80,80,76,11,11,8,3,3,,,,A. Zambo Anguissa,CM CAM,CM,A. Zambo Anguissa,Napoli,2027,184.0,83.0,35500000.0,125000.0,24.52,427710.84
,31,83,83,244263,Right,54,82,71,80,85,48,70,82,80,12,8,8,4,2,,,,A. Rrahmani,CB,CB,A. Rrahmani,Napoli,2027,192.0,75.0,25000000.0,120000.0,20.35,301204.82
,28,83,83,233556,Left,81,78,74,71,40,79,76,48,38,11,11,6,4,4,,,,R. Orsolini,RM RW,RM,R. Orsolini,Bologna,2027,183.0,83.0,36500000.0,74000.0,24.78,439759.04
,25,83,86,236610,Right,84,87,82,72,31,58,77,36,30,13,8,7,3,3,,,,M. Kean,ST,ST,M. Kean,Fiorentina,2029,183.0,72.0,48500000.0,74000.0,21.5,584337.35
,30,83,83,216460,Right,68,73,68,85,83,46,75,84,83,9,11,10,3,2,,,,J. Giménez,CB,CB,J. Gimenez,Atlético Madrid,2028,186.0,77.0,30000000.0,86000.0,22.26,361445.78
,29,83,83,216549,Left,72,81,80,90,36,73,83,23,21,15,12,15,4,3,,,,A. Sørloth,ST RW RM,ST,A. Sørloth,Atlético Madrid,2028,196.0,90.0,36500000.0,95000.0,23.43,439759.04
,27,83,83,230899,Right,89,84,75,63,35,80,80,23,24,12,12,15,4,4,,,,A. Lookman,ST CAM LM,ST,A. Lookman,Atlético Madrid,2030,174.0,71.0,39500000.0,95000.0,23.45,475903.61
,27,83,83,247103,Left,77,78,79,87,80,72,77,84,82,14,12,7,3,2,,,,D. Hancko,LB CB CDM,LB,D. Hancko,Atlético Madrid,2030,188.0,82.0,35000000.0,82000.0,23.2,421686.75
,22,83,87,272449,Right,81,82,87,73,84,81,82,80,72,5,15,13,3,3,,,,Pablo Barrios,CM CDM,CM,Pablo Barrios,Atlético Madrid,2030,183.0,75.0,52500000.0,75000.0,22.4,632530.12
,35,83,83,186153,Right,49,46,45,65,15,48,65,13,12,80,82,83,3,1,,,,W. Szczęsny,GK,GK,W. Szczesny,FC Barcelona,2027,195.0,90.0,4000000.0,45000.0,23.67,48192.77
,24,83,86,245037,Right,77,81,80,79,85,75,81,86,80,11,9,11,3,2,,,,Eric García,CB RB CDM RM,CB,Eric Garcia,FC Barcelona,2031,183.0,76.0,44500000.0,95000.0,22.69,536144.58
,21,83,87,263578,Left,90,90,77,69,78,72,64,80,80,5,8,10,4,3,,,,Balde,LB LM,LB,Balde,FC Barcelona,2028,175.0,69.0,49500000.0,80000.0,22.53,596385.54
,20,83,87,264240,Right,77,75,84,58,79,83,77,78,72,8,10,7,3,3,,,,Gavi,CM CDM CAM,CM,Gavi,FC Barcelona,2030,173.0,70.0,51000000.0,85000.0,23.39,614457.83
,22,83,87,277179,Right,78,79,84,59,68,84,81,74,68,8,14,7,4,3,,,,Fermín,CAM CM ST,CAM,Fermin,FC Barcelona,2031,174.0,64.0,53000000.0,100000.0,21.14,638554.22
,18,83,89,278046,Right,72,77,70,79,83,75,80,84,83,10,6,7,4,2,,,,Pau Cubarsí,CB,CB,Pau Cubarsi,FC Barcelona,2029,183.0,79.0,48000000.0,70000.0,23.59,578313.25
,20,83,89,264309,Left,79,76,77,50,58,87,80,62,48,13,10,14,3,4,,,,A. Güler,RM CM CAM RW,RM,A. Guler,Real Madrid,2029,175.0,70.0,56500000.0,150000.0,22.86,680722.89
,28,83,83,230142,Left,74,73,79,72,32,83,85,47,30,10,6,13,3,3,,,,Oyarzabal,ST,ST,Oyarzabal,Real Sociedad,2028,181.0,78.0,37000000.0,65000.0,23.81,445783.13
,27,82,82,231936,Right,68,71,78,77,83,76,81,83,81,8,11,5,4,2,,,,B. White,RB CM,RB,B. White,Arsenal,2028,186.0,77.0,29500000.0,135000.0,22.26,359756.1
,26,82,84,235790,Left,71,72,85,75,43,81,78,47,41,6,8,10,4,4,,,,K. Havertz,ST CAM CM,ST,K. Havertz,Arsenal,2028,193.0,82.0,38000000.0,155000.0,22.01,463414.63
,23,82,86,257711,Left,74,72,85,78,80,69,76,80,82,9,11,6,5,3,,,,R. Calafiori,LB CB CM,LB,R. Calafiori,Arsenal,2029,188.0,86.0,40500000.0,120000.0,24.33,493902.44
,29,82,82,221697,Right,77,77,88,76,55,77,77,46,36,14,14,6,4,3,,,,O. Watkins,ST,ST,O. Watkins,Aston Villa,2028,180.0,70.0,30500000.0,140000.0,21.6,371951.22
,25,82,83,238616,Left,92,90,81,65,40,80,79,40,25,6,13,12,4,4,,,,Pedro Neto,RM LM RW,RM,Pedro Neto,Chelsea,2031,174.0,69.0,36500000.0,130000.0,22.79,445121.95
,23,82,86,252042,Right,80,79,75,75,38,77,82,27,23,7,6,8,4,4,,,,João Pedro,ST CAM,ST,Joao Pedro,Chelsea,2033,186.0,82.0,44000000.0,130000.0,23.7,536585.37
,29,82,82,206517,Right,75,70,70,67,49,85,86,54,48,11,6,10,3,4,,,,J. Grealish,LM LW,LM,J. Grealish,"Everton Jun 30, 2026 On loan",,180.0,81.0,30000000.0,140000.0,25.0,365853.66
,25,82,83,261188,Right,87,86,76,66,49,78,86,39,32,7,9,15,4,4,,,,I. Ndiaye,RM LM RW,RM,I. Ndiaye,Everton,2029,180.0,70.0,36500000.0,55000.0,21.6,445121.95
,24,82,84,253149,Right,95,93,85,47,77,73,76,71,79,12,7,13,3,3,,,,J. Frimpong,RB RM RW,RB,J. Frimpong,Liverpool,2030,172.0,65.0,36500000.0,95000.0,21.97,445121.95
,31,82,82,203574,Right,65,64,53,78,83,78,85,85,84,7,15,10,4,3,,,,J. Stones,CB RB CDM,CB,J. Stones,Manchester City,2029,188.0,80.0,21000000.0,135000.0,22.63,256097.56
,31,82,82,207410,Right,68,64,75,68,76,81,82,76,78,9,5,7,4,3,,,,M. Kovačić,CM CDM CAM,CM,M. Kovacic,Manchester City,2027,177.0,77.0,25000000.0,140000.0,24.58,304878.05
,30,82,82,208920,Left,74,73,65,76,83,68,78,83,82,10,7,16,3,2,,,,N. Aké,CB LB CDM,CB,N. Ake,Manchester City,2027,180.0,75.0,25000000.0,135000.0,23.15,304878.05
,26,82,83,253124,Right,82,91,82,74,80,79,80,80,80,13,10,12,3,3,,,,Matheus Nunes,RB CM RM,RB,Matheus Nunes,Manchester City,2028,184.0,78.0,33000000.0,130000.0,23.04,402439.02
,33,82,82,200145,Right,35,36,68,81,77,80,77,84,84,13,14,12,3,2,,,,Casemiro,CDM CM,CDM,Casemiro,Manchester United,2029,185.0,84.0,15000000.0,100000.0,24.54,182926.83
,25,82,84,235243,Right,54,68,64,91,83,45,80,81,80,12,11,12,3,2,,,,M. de Ligt,CB,CB,M. de Ligt,Manchester United,2029,189.0,89.0,34000000.0,95000.0,24.92,414634.15
,33,82,82,210047,Right,50,51,75,80,85,79,82,84,80,8,9,10,3,2,,,,F. Schär,CB,CB,F. Schar,Newcastle United,2029,188.0,84.0,14500000.0,135000.0,23.77,176829.27
,24,82,85,242964,Right,89,92,87,61,40,79,80,56,48,5,6,7,3,3,,,,A. Gordon,LW ST RW LM,LW,A. Gordon,Newcastle United,2030,183.0,72.0,41500000.0,125000.0,21.5,506097.56
,22,82,86,254243,Right,75,68,88,75,80,81,82,83,78,6,12,10,4,3,,,,E. Anderson,CDM CM,CDM,E. Anderson,Nottingham Forest,2029,179.0,69.0,40500000.0,90000.0,21.53,493902.44
,22,82,86,278016,Left,83,78,70,90,83,62,78,82,84,14,9,12,3,2,,,,Murillo,CB,CB,Murillo,Nottingham Forest,2030,180.0,75.0,40000000.0,90000.0,23.15,487804.88
,29,82,82,229391,Right,51,53,77,84,84,71,84,85,85,14,10,7,4,2,,,,Palhinha,CDM CM,CDM,Palhinha,"Tottenham Hotspur Jun 30, 2026 On loan",,190.0,83.0,26000000.0,75000.0,22.99,317073.17
,27,82,84,232488,Right,63,68,69,83,84,60,79,81,86,5,7,10,2,3,,,,C. Romero,CB,CB,C. Romero,Tottenham Hotspur,2029,185.0,79.0,32500000.0,115000.0,23.08,396341.46
,25,82,85,243576,Right,78,78,91,68,78,80,79,79,77,15,7,5,3,3,,,,Pedro Porro,RB RM,RB,Pedro Porro,Tottenham Hotspur,2028,173.0,69.0,37000000.0,105000.0,23.05,451219.51
,22,82,85,245367,Right,83,72,82,62,65,84,81,62,56,9,11,8,3,4,,,,X. Simons,CAM LM LW ST,CAM,X. Simons,Tottenham Hotspur,2030,179.0,58.0,42500000.0,105000.0,18.1,518292.68
,24,82,85,264453,Left,84,95,71,85,80,59,83,82,86,7,13,11,3,3,,,,M. van de Ven,CB LB,CB,M. van de Ven,Tottenham Hotspur,2029,193.0,86.0,37000000.0,95000.0,23.09,451219.51
,28,82,83,233306,Right,55,56,32,64,11,55,60,14,14,83,79,81,3,1,,,,D. Henderson,GK,GK,D. Henderson,Crystal Palace,2028,188.0,85.0,24000000.0,67000.0,24.05,292682.93
,28,82,82,236461,Right,69,80,68,88,41,74,81,39,30,8,8,13,5,3,,,,J. Mateta,ST,ST,J. Mateta,Crystal Palace,2027,192.0,88.0,31000000.0,115000.0,23.87,378048.78
,29,82,82,237646,Right,77,79,88,74,79,70,76,82,82,7,14,7,3,3,,,,D. Muñoz,RB RM,RB,D. Munoz,Crystal Palace,2028,181.0,73.0,27000000.0,100000.0,22.28,329268.29
,30,82,82,219683,Right,66,72,84,81,79,80,82,80,76,7,10,9,2,3,,,,C. Tolisso,CM CDM CAM,CM,C. Tolisso,Olympique Lyonnais,2027,181.0,81.0,29000000.0,33000.0,24.72,353658.54
,26,82,86,240225,Right,46,42,38,65,17,63,59,14,12,81,75,82,2,1,,,,M. Safonov,GK,GK,M. Safonov,Paris Saint-Germain,2029,192.0,82.0,33000000.0,58000.0,22.24,402439.02
,23,82,86,251752,Right,52,46,41,53,10,47,45,10,11,84,78,79,3,1,,,,L. Chevalier,GK,GK,L. Chevalier,Paris Saint-Germain,2030,189.0,84.0,34500000.0,46000.0,23.52,420731.71
,39,82,82,167495,Right,29,35,43,80,30,68,66,10,11,80,80,84,4,1,,,,M. Neuer,GK,GK,M. Neuer,FC Bayern München,2030,193.0,90.0,3400000.0,23000.0,24.16,41463.41
,28,82,82,237086,Right,73,73,79,85,88,57,66,84,81,13,7,14,3,2,,,,Kim Min Jae,CB,CB,Kim Min Jae,FC Bayern München,2028,190.0,85.0,26500000.0,75000.0,23.55,323170.73
,21,82,87,275298,Right,66,59,78,76,79,83,85,77,78,6,9,9,4,3,,,,A. Pavlović,CDM CM,CDM,A. Pavlovic,FC Bayern München,2029,188.0,78.0,43000000.0,52000.0,22.07,524390.24
,31,82,82,208333,Right,64,76,73,85,78,69,83,86,85,14,8,13,4,3,,,,E. Can,CB CDM,CB,E. Can,Borussia Dortmund,2027,186.0,86.0,21000000.0,60000.0,24.86,256097.56
,29,82,82,212194,Right,67,79,85,72,56,86,85,29,39,11,16,8,4,4,,,,J. Brandt,CAM CM,CAM,J. Brandt,Borussia Dortmund,2030,185.0,83.0,30000000.0,64000.0,24.25,365853.66
,23,82,86,251852,Left,96,96,77,67,31,74,76,34,49,12,12,12,3,4,,,,K. Adeyemi,RM LW CAM RW,RM,K. Adeyemi,Borussia Dortmund,2027,180.0,77.0,43500000.0,52000.0,23.77,530487.8
,26,82,83,247263,Right,73,76,74,83,85,74,78,81,79,5,10,7,4,2,,,,E. Tapsoba,CB,CB,E. Tapsoba,Bayer 04 Leverkusen,2028,192.0,84.0,31500000.0,86000.0,22.79,384146.34
,28,82,82,244176,Right,68,66,74,84,18,83,84,37,29,9,12,11,5,3,,,,D. Undav,ST CAM,ST,D. Undav,VfB Stuttgart,2027,179.0,86.0,31000000.0,59000.0,26.84,378048.78
,24,82,85,244257,Right,82,83,79,76,42,71,77,38,33,14,9,6,4,3,,,,J. Burkardt,ST,ST,J. Burkardt,Eintracht Frankfurt,2030,181.0,76.0,42000000.0,43000.0,23.2,512195.12
,24,82,86,251470,Left,72,71,78,69,56,83,73,59,54,11,8,8,3,4,,,,C. De Ketelaere,CAM ST CM,CAM,C. De Ketelaere,Atalanta,2028,192.0,74.0,43500000.0,72000.0,20.07,530487.8
,25,82,85,266866,Right,78,78,90,77,81,80,84,84,75,14,10,13,3,3,,,,Éderson,CM CDM,CM,Ederson,Atalanta,2027,183.0,83.0,40000000.0,77000.0,24.78,487804.88
,25,82,84,243580,Right,94,96,82,79,26,69,80,23,19,9,8,8,4,3,,,,L. Openda,ST CAM,ST,L. Openda,"Juventus Jun 30, 2026 On loan",,175.0,79.0,38500000.0,70000.0,25.8,469512.2
,20,82,89,277954,Right,85,84,72,67,54,80,77,51,50,14,14,8,5,4,,,,K. Yıldız,CAM LM LW CM,CAM,K. Yıldız,Juventus,2029,187.0,75.0,60500000.0,100000.0,21.45,737804.88
,30,82,82,210413,Left,65,64,77,80,84,45,77,84,83,9,14,8,3,2,,,,A. Romagnoli,CB,CB,A. Romagnoli,Lazio,2027,185.0,75.0,25000000.0,46000.0,21.91,304878.05
,28,82,84,225116,Left,41,48,29,65,22,40,67,22,14,81,79,84,3,1,,,,A. Meret,GK,GK,A. Meret,Napoli,2027,192.0,82.0,26000000.0,72000.0,22.24,317073.17
,26,82,86,243241,Left,65,72,78,78,85,66,77,84,78,13,11,11,3,2,,,,A. Buongiorno,CB,CB,A. Buongiorno,Napoli,2029,190.0,86.0,37500000.0,105000.0,23.82,457317.07
,33,82,82,202024,Right,63,53,91,67,79,78,83,84,75,12,8,14,3,4,,,,R. Freuler,CDM CM,CDM,R. Freuler,Bologna,2029,180.0,77.0,15000000.0,65000.0,23.77,182926.83
,30,82,82,210676,Right,26,28,28,62,8,45,44,13,18,84,81,79,2,1,,,,W. Falcone,GK,GK,W. Falcone,Lecce,2028,196.0,85.0,20500000.0,13000.0,22.13,250000.0
,20,82,89,277846,Left,78,80,77,68,61,80,78,69,48,14,10,12,3,4,,,,Nico Paz,CAM RM ST CM,CAM,Nico Paz,Como,2028,186.0,81.0,60500000.0,82000.0,23.41,737804.88
,30,82,82,210935,Left,84,81,75,61,36,80,78,30,30,5,6,5,3,4,,,,D. Berardi,RW RM,RW,D. Berardi,Sassuolo,2029,183.0,72.0,29500000.0,36000.0,21.5,359756.1
,22,82,86,253396,Right,94,91,91,79,57,78,77,60,52,8,14,14,3,3,,,,Giuliano,RM RW LM,RM,Giuliano,Atlético Madrid,2030,174.0,75.0,44500000.0,69000.0,24.77,542682.93
,23,82,87,257279,Right,79,79,78,60,69,83,75,66,64,6,11,12,4,3,,,,Álex Baena,LM CM LW,LM,Alex Baena,Atlético Madrid,2030,175.0,70.0,46000000.0,69000.0,22.86,560975.61
,27,82,82,231677,Right,89,93,70,71,27,80,78,29,24,11,6,7,3,5,,,,M. Rashford,LW LM ST,LW,M. Rashford,"FC Barcelona Jun 30, 2026 On loan",,188.0,80.0,32500000.0,110000.0,22.63,396341.46
,31,82,82,212218,Left,49,60,70,84,84,79,84,85,83,10,11,14,3,2,,,,A. Laporte,CB,CB,A. Laporte,Athletic Club,2028,189.0,86.0,21000000.0,56000.0,24.08,256097.56
,25,82,85,244675,Right,74,77,84,80,70,81,86,67,69,15,11,15,4,4,,,,Sancet,CAM CM ST,CAM,Sancet,Athletic Club,2032,188.0,73.0,40500000.0,55000.0,20.65,493902.44
,25,82,85,248550,Right,79,76,79,83,84,63,70,84,83,9,8,10,2,2,,,,Vivian,CB,CB,Vivian,Athletic Club,2032,183.0,78.0,36000000.0,51000.0,23.29,439024.39
,37,82,82,192629,Left,76,74,51,63,39,82,84,25,18,12,16,12,4,3,,,,Iago Aspas,RW ST CAM RM,RW,Iago Aspas,RC Celta,2027,176.0,67.0,10000000.0,35000.0,21.63,121951.22
,30,82,82,227127,Right,44,46,42,73,20,50,55,17,18,83,78,82,4,1,,,,Álex Remiro,GK,GK,Alex Remiro,Real Sociedad,2027,191.0,79.0,20500000.0,34000.0,21.66,250000.0
,33,82,82,188335,Left,62,68,75,84,24,60,75,35,27,11,14,16,4,3,,,,A. Budimir,ST,ST,A. Budimir,CA Osasuna,2027,190.0,75.0,19500000.0,53000.0,20.78,237804.88
,21,82,87,264388,Right,87,86,79,65,48,81,78,55,53,6,9,8,4,4,,,,Moleiro,LM CAM LW,LM,Moleiro,Villarreal CF,2030,172.0,67.0,47000000.0,39000.0,22.65,573170.73
,24,81,84,251566,Right,92,89,82,63,39,77,79,44,43,10,6,6,3,4,,,,Gabriel Martinelli,LW LM CM,LW,Gabriel Martinelli,Arsenal,2027,178.0,75.0,35000000.0,125000.0,23.67,432098.77
,30,81,81,210881,Left,69,69,92,79,79,79,77,82,75,9,13,10,2,3,,,,J. McGinn,RM LM CAM RB,RM,J. McGinn,Aston Villa,2028,178.0,68.0,25000000.0,120000.0,21.46,308641.98
,27,81,81,227174,Right,74,75,86,68,78,70,75,80,80,15,16,13,3,3,,,,M. Cash,RB RM,RB,M. Cash,Aston Villa,2029,185.0,74.0,25000000.0,110000.0,21.62,308641.98
,23,81,84,257057,Right,64,82,76,84,83,77,79,82,82,7,12,9,4,3,,,,A. Onana,CDM CM,CDM,A. Onana,Aston Villa,2029,195.0,76.0,32000000.0,95000.0,19.99,395061.73
,27,81,82,228789,Right,55,65,40,77,15,55,55,17,15,82,79,80,3,1,,,,Robert Sánchez,GK,GK,Robert Sanchez,Chelsea,2030,197.0,90.0,22000000.0,76000.0,23.19,271604.94
,24,81,84,243657,Right,65,64,86,70,83,79,79,81,84,10,7,5,3,3,,,,J. Garner,CDM RB CM,CDM,J. Garner,Everton,2030,182.0,80.0,32000000.0,44000.0,24.15,395061.73
,31,81,81,216267,Left,75,74,77,67,79,78,78,79,80,11,8,7,2,3,,,,A. Robertson,LB LM,LB,A. Robertson,Liverpool,2030,178.0,64.0,18500000.0,105000.0,20.2,228395.06
,21,81,85,260908,Left,88,87,90,75,78,76,75,78,80,8,13,13,3,3,,,,M. Kerkez,LB LM,LB,M. Kerkez,Liverpool,2030,180.0,71.0,35000000.0,75000.0,21.91,432098.77
,24,81,85,242641,Left,85,84,80,65,78,75,80,78,80,15,11,14,3,5,,,,R. Aït-Nouri,LB LM,LB,R. Ait-Nouri,Manchester City,2030,180.0,70.0,34500000.0,100000.0,21.6,425925.93
,23,81,85,255069,Right,66,67,76,79,80,80,79,79,81,14,14,12,2,3,,,,Nico González,CDM CM,CDM,Nico Gonzalez,Manchester City,2029,188.0,88.0,33500000.0,100000.0,24.9,413580.25
,21,81,86,270409,Left,89,85,73,45,25,80,84,30,36,9,12,9,2,4,,,,Savinho,RW LW RM,RW,Savinho,Manchester City,2031,176.0,71.0,39500000.0,100000.0,22.92,487654.32
,20,81,86,277427,Left,79,86,78,80,79,77,81,79,78,7,13,7,2,3,,,,N. O'Reilly,LB CM,LB,N. O'Reilly,Manchester City,2030,193.0,77.0,35500000.0,86000.0,20.67,438271.6
,32,81,81,203263,Right,37,34,66,89,82,69,79,83,79,14,16,14,3,2,,,,H. Maguire,CB,CB,H. Maguire,Manchester United,2027,194.0,100.0,16500000.0,95000.0,26.57,203703.7
,27,81,82,239301,Left,70,65,73,77,84,76,79,81,84,6,14,14,3,3,,,,L. Martínez,CB,CB,L. Martinez,Manchester United,2027,178.0,77.0,26000000.0,90000.0,24.3,320987.65
,22,81,87,254803,Right,45,45,29,79,15,58,65,15,12,80,83,81,4,1,,,,S. Lammens,GK,GK,S. Lammens,Manchester United,2030,193.0,92.0,33500000.0,45000.0,24.7,413580.25
,28,81,81,223334,Right,69,78,89,90,84,79,82,84,77,9,13,13,3,3,,,,Joelinton,CM CDM,CM,Joelinton,Newcastle United,2028,186.0,81.0,25500000.0,130000.0,23.41,314814.81
,28,81,81,234824,Right,83,87,78,68,31,72,74,24,19,14,7,8,3,3,,,,Y. Wissa,ST,ST,Y. Wissa,Newcastle United,2029,176.0,74.0,26500000.0,140000.0,23.89,327160.49
,25,81,83,251809,Left,48,63,64,89,80,59,76,82,83,12,9,6,3,2,,,,S. Botman,CB,CB,S. Botman,Newcastle United,2030,193.0,81.0,28500000.0,115000.0,21.75,351851.85
,23,81,85,256261,Right,72,78,76,83,82,69,80,82,81,10,6,11,4,2,,,,M. Thiaw,CB,CB,M. Thiaw,Newcastle United,2029,194.0,89.0,33000000.0,100000.0,23.65,407407.41
,20,81,86,266127,Left,78,76,80,56,82,78,82,81,80,14,8,8,3,2,,,,L. Hall,LB LM,LB,L. Hall,Newcastle United,2029,179.0,71.0,35500000.0,86000.0,22.16,438271.6
,33,81,81,192123,Right,55,52,69,87,40,71,79,30,25,14,16,7,3,2,,,,C. Wood,ST,ST,C. Wood,Nottingham Forest,2027,191.0,92.0,16500000.0,115000.0,25.22,203703.7
,33,81,81,199641,Right,37,35,26,65,17,58,61,15,14,82,79,81,2,1,,,,M. Sels,GK,GK,M. Sels,Nottingham Forest,2027,188.0,75.0,8500000.0,66000.0,21.22,104938.27
